OBJECT_ID,CENTROID // MEAN_X_(PX),CENTROID // MEAN_Y_(PX),TIMEPOINT,INTENSITY // RawImage_MEAN,SHAPE // AREA_(PX^2)
3940,1061,430,53,33914.3913,69
3941,1077,391,53,33982.21739,69
3942,33,528,54,33210.01205,249
3943,36.48175182,408.5328467,54,34244.81752,137
3944,45.06500956,453.3422562,54,33779.24092,523
3945,69,468,54,33787.07775,373
3946,75.98305085,588.4632768,54,33089.55932,177
3947,102,552,54,33647.94819,193
3948,102.5,511,54,33844.49367,158
3949,106.3550296,396.1508876,54,33819.66568,338
3950,119,467,54,33777.71429,385
3951,132,606,54,33868.26087,69
3952,141,507,54,34132.85517,145
3953,144.0483871,529.9139785,54,34049,186
3954,144.5,590,54,33944.125,120
3955,147.2156863,448.1372549,54,34188.74902,255
3956,170.4628571,35.13142857,54,33480.34857,175
3957,167,555,54,33903.56522,69
3958,179,485,54,33152.15556,45
3959,180,625,54,33431.82609,69
3960,181,504,54,33153.88889,45
3961,183,536,54,34001.62319,69
3962,184,448,54,33074.91304,69
3963,196.2948718,62.61965812,54,33316.81624,234
3964,194,572,54,33470.62385,109
3965,201,620,54,33399.21101,109
3966,217.729064,44.78325123,54,33472.80788,203
3967,218,515,54,33460.6087,69
3968,225,569,54,33700.85507,69
3969,236.234375,384.859375,54,33745.8099,384
3970,229,502,54,33433.22018,109
3971,234.5551724,341.8275862,54,33625.04828,290
3972,241.3951049,264.6433566,54,33267.9021,286
3973,239,20.5,54,33416.12102,314
3974,254,673,54,33427.88276,145
3975,260,485,54,33395.18841,69
3976,270.4425087,58.24738676,54,33372.33101,287
3977,273,653,54,33512.3578,109
3978,276,467,54,33413.6789,109
3979,283.1968504,268.4566929,54,33328.09711,381
3980,296.9590444,317.3174061,54,33627.07167,293
3981,293,625,54,34136.27523,109
3982,318,139,54,33252.53216,171
3983,328,648,54,33961.74312,109
3984,344.1339286,322.8571429,54,33236.0119,336
3985,341,624,54,33505.5931,145
3986,343,474,54,33566.49223,193
3987,346.5,261,54,33161.78,300
3988,345,96,54,33251.03448,145
3989,347,162,54,33461.88966,145
3990,347,435.5,54,33578.79348,184
3991,360.5,130,54,33534.64024,164
3992,372,402,54,33490.97931,145
3993,383,614,54,33503.27711,249
3994,382,198,54,33811.26897,145
3995,388.6842105,158.8947368,54,33840.43985,266
3996,396,432,54,33552.9171,193
3997,396,672,54,33369.52414,145
3998,410,97,54,33528.14483,145
3999,418.5219124,152.940239,54,33551.21116,251
4000,429,615,54,33783.6,145
4001,435,646,54,33779.57241,145
4002,451.0042918,179.6609442,54,34477.18455,233
4003,468,430,54,33331.73793,145
4004,475.7573099,116.1111111,54,34311.91813,342
4005,480.0169492,478.5367232,54,33321.49718,177
4006,492.043956,170.0952381,54,34610.59707,273
4007,504.0369231,146.4215385,54,34642.67692,325
4008,511,413,54,33299.53815,249
4009,512,483,54,33301.34862,109
4010,519,446,54,33332.44828,145
4011,544,386,54,33279.94819,193
4012,580,465,54,33343.53103,145
4013,587,427,54,33261.90763,249
4014,680,32,54,33494.14056,249
4015,691,54.5,54,34416.22932,266
4016,747,413,54,33183.50459,109
4017,757,208,54,34284.21101,109
4018,760,381,54,33202.55046,109
4019,764,340,54,33119.82569,109
4020,785,172,54,34174.96552,145
4021,785,228,54,34148.70642,109
4022,793,393,54,33455.11034,145
4023,800.5,160,54,33937.30645,186
4024,804.5,346,54,33209.59135,208
4025,815.283871,225.6935484,54,34196.87097,310
4026,851.7953488,204.7511628,54,33925.69767,430
4027,874,504,54,33081.76,25
4028,886,268,54,33308.20725,193
4029,904,473,54,33088.5942,69
4030,912,579,54,33521.64249,193
4031,917,240,54,33303.2249,249
4032,924,267.5438066,54,33309.55589,331
4033,934.6123457,205.4888889,54,33216.7358,405
4034,930,180,54,34996.6789,109
4035,931,484,54,33596.81651,109
4036,934,540,54,33494.97241,145
4037,951,585.5,54,33508.49167,120
4038,961,224,54,33344.81651,109
4039,965,508,54,33439.81347,193
4040,973,169,54,34320.55975,159
4041,972.0711297,246.5104603,54,34050.65272,239
4042,971,548,54,33860.11927,109
4043,983.3728814,197.1779661,54,33379.44068,118
4044,986,568,54,33515.50725,69
4045,993.7088608,237.6329114,54,34156.83966,237
4046,1005,383,54,33611.4069,145
4047,1007,422,54,33674.89908,109
4048,1009,526,54,33712.16514,109
4049,1027,362,54,33990.91743,109
4050,1035,439.5,54,33628.62025,158
4051,1042,400,54,34054.00917,109
4052,1057,372,54,33822.97248,109
4053,1060,433,54,33861.91743,109
4054,1075,396,54,33807.81159,69
4055,33,528,55,33219.74297,249
4056,42.01793722,402.4035874,55,34106.43946,223
4057,44,451.5,55,33885.25,368
4058,66,466,55,33853.28686,373
4059,76,598,55,33130.81379,145
4060,99,548,55,33632.81347,193
4061,106.408805,393.4528302,55,33839.89308,318
4062,105,508,55,33884.57931,145
4063,118,465,55,33766.75783,351
4064,132,606,55,33836.04348,69
4065,141,507,55,34125.71724,145
4066,144.5,531,55,34186.58065,186
4067,144,587,55,33967.34862,109
4068,146,449,55,34196.24896,241
4069,167,554,55,33840.31884,69
4070,170,39,55,33450.90345,145
4071,174,501,55,33136.3913,69
4072,178,625,55,33381.37681,69
4073,178,478,55,33164.64444,45
4074,183,535,55,33983.47826,69
4075,184,448,55,33074.2029,69
4076,200.1508621,66.26293103,55,33330.03448,232
4077,198,571,55,33485.78899,109
4078,201,620,55,33387.38532,109
4079,219,44,55,33454.24352,193
4080,216.5,516,55,33467.87179,78
4081,224,570,55,33698.05797,69
4082,240.4163498,389.4296578,55,33715.68631,526
4083,231,502,55,33455.55963,109
4084,235.9361022,344.3035144,55,33643.33866,313
4085,240.9320755,266.5886792,55,33286.33208,265
4086,241,16.5,55,33421.97452,314
4087,254,673,55,33468.4069,145
4088,263,484,55,33395.85507,69
4089,270.4726563,57.046875,55,33364.85547,256
4090,273,653,55,33516.85321,109
4091,282.8583691,267.4077253,55,33326.35193,466
4092,278,469,55,33339.41284,109
4093,291,623,55,34150.21101,109
4094,298.7289157,313.6566265,55,33616.97892,332
4095,318,140,55,33270.06207,145
4096,332,649,55,34045.89908,109
4097,339,621,55,33507.81379,145
4098,344.032967,323.040293,55,33252.53114,273
4099,343,473,55,33576.04145,193
4100,345.5,261,55,33168.52632,266
4101,347,437,55,33615.57931,145
4102,348,161,55,33414.0069,145
4103,352,93,55,33253.24138,145
4104,363.4829932,124.0680272,55,33519.33333,147
4105,372,402,55,33498.23448,145
4106,383,614,55,33485.49799,249
4107,382,198,55,33810.51724,145
4108,388.2905983,156.7094017,55,33746.60256,234
4109,396,432,55,33551.89637,193
4110,398,673,55,33380.64828,145
4111,410,97,55,33535.45517,145
4112,418.2092308,150.3415385,55,33537.00923,325
4113,429,615,55,33793.04828,145
4114,435,646,55,33806.62759,145
4115,452.9537367,179.8647687,55,34445.1032,281
4116,470,427,55,33330.28497,193
4117,479.005277,113.6781003,55,34290.67282,379
4118,481,478,55,33338.44138,145
4119,491.4076923,169.35,55,34583.08077,260
4120,507.5,146,55,34598.34132,334
4121,511,410,55,33286.81526,249
4122,515,476,55,33293.17431,109
4123,518,445,55,33332.76552,145
4124,544,386,55,33289.46632,193
4125,585,427,55,33254.46586,249
4126,583,463,55,33355.34483,145
4127,669,31,55,33449.55422,249
4128,689,41,55,34745.67068,249
4129,751,412,55,33185.69725,109
4130,759,213,55,34134,109
4131,763,375,55,33216.04587,109
4132,764,340,55,33125.22936,109
4133,782,228,55,34088.84404,109
4134,786,172,55,34046.21379,145
4135,791,393,55,33433.88276,145
4136,791,335,55,33404.44,25
4137,800.9305556,160.1388889,55,33948.67593,216
4138,810.6750903,219.299639,55,34272.33213,277
4139,822,342,55,33492.16,25
4140,851.9830097,202.7597087,55,33932.98058,412
4141,874,504,55,33080.76,25
4142,890,278,55,33338.64249,193
4143,904,473,55,33086.10145,69
4144,911,245,55,33311.28916,249
4145,910,572,55,33513.38342,193
4146,924.5773196,269.9072165,55,34001.72165,97
4147,928,182,55,34961.73394,109
4148,934.4285714,206.3322981,55,33224.43789,322
4149,933,481,55,33605.76147,109
4150,934,540,55,33499.37931,145
4151,950,589,55,33478.86239,109
4152,959,226,55,33336.1145,131
4153,965,508,55,33459.05699,193
4154,969.5,171,55,34348.70667,150
4155,972.7286245,245.7137546,55,33981.22677,269
4156,971,548,55,33789.86239,109
4157,981.5045045,195.8063063,55,33306.18018,222
4158,988,568,55,33492.04348,69
4159,992,240,55,34198.34247,219
4160,1005,383,55,33587.82759,145
4161,1005,419,55,33574.31724,145
4162,1009,524,55,33674.33945,109
4163,1029,362,55,33944.11927,109
4164,1035,440,55,33676.53103,145
4165,1044,394,55,34023.46789,109
4166,1057,367,55,33870.27523,109
4167,1059,431,55,33887.49541,109
4168,1076,394,55,33839.86957,69
4169,33,528,56,33231.40562,249
4170,36.14553991,403.8638498,56,34109.70423,213
4171,50.39259259,446.4037037,56,34139.69259,270
4172,70.625,463.2213542,56,34126.23177,384
4173,70,604,56,33289.84,25
4174,74,575,56,33284.16,25
4175,99.5,547,56,33607.53846,208
4176,106.7640118,392.2890855,56,33866.10914,339
4177,105,508,56,33827.04138,145
4178,117.7523148,467.2106481,56,33705.30556,432
4179,132,606,56,33774.02899,69
4180,142,530,56,34065.56853,197
4181,141,503,56,34327.45872,109
4182,145.5989583,447.390625,56,34310.02083,192
4183,148,587,56,33937.88991,109
4184,170.9663462,41.00961538,56,33416.72596,208
4185,169,499,56,33130.08696,69
4186,171,550,56,33882.97101,69
4187,172,477,56,33151.22222,45
4188,176,624,56,33330.66972,109
4189,184,448,56,33083.57971,69
4190,187.5,532,56,33964.94792,96
4191,201.9742647,65.375,56,33318.1875,272
4192,199,571,56,33482.77982,109
4193,201,620,56,33386.34862,109
4194,219,44,56,33444.50602,249
4195,216,515,56,33470.08257,109
4196,224,570,56,33655.95652,69
4197,235.6897321,383.2790179,56,33717.27679,448
4198,231,502,56,33479.69725,109
4199,235.3513514,346.6013514,56,33681.11824,296
4200,241.36,265.7366667,56,33289.89667,300
4201,243,20,56,33420.95862,145
4202,254,667.5,56,33427.35443,158
4203,264,484,56,33392.65217,69
4204,269.0332226,55.40199336,56,33361.37209,301
4205,273,653,56,33519.9633,109
4206,282.1218274,263.9162437,56,33353.04569,394
4207,282,469,56,33322.40367,109
4208,291,623,56,34160.01835,109
4209,299.6546053,309.5657895,56,33624.13816,304
4210,317,137,56,33264.65517,145
4211,332,649,56,34028.05505,109
4212,339,621,56,33535.28966,145
4213,341,159,56,33381.04138,145
4214,343,473,56,33596.99482,193
4215,347.3467153,320.6678832,56,33275.39416,274
4216,346,259,56,33169.67871,249
4217,347,436.5,56,33608.72152,158
4218,350,93,56,33261.7931,145
4219,367.5154185,118.938326,56,33440.37885,227
4220,372,402,56,33505.1399,193
4221,384,611,56,33506.82329,249
4222,384.5166052,157.9188192,56,33741.56458,271
4223,383.5,196,56,33822.33544,158
4224,396,432,56,33534.94779,249
4225,398,666,56,33376.05517,145
4226,410,96,56,33513.2228,193
4227,417.1480144,149.3862816,56,33559.72202,277
4228,431,615,56,33843.2069,145
4229,435,646,56,33763.47586,145
4230,451.1157895,180.7438596,56,34417.98246,285
4231,470,427,56,33329.19171,193
4232,478.7429467,114.5423197,56,34374.62382,319
4233,481,478,56,33332.98621,145
4234,490.6285714,166.7785714,56,34587.62143,280
4235,506.1317568,144.3614865,56,34677.58446,296
4236,511.5,410,56,33284.36466,266
4237,515,477,56,33301.90345,145
4238,527,452,56,33340.76684,193
4239,544,386,56,33280.04663,193
4240,586,426,56,33262.75904,249
4241,584,463,56,33370.66055,109
4242,682,37,56,33537.82686,283
4243,688,56,56,34577.69478,249
4244,751,411,56,33180.50345,145
4245,760,370,56,33195.36641,131
4246,760,210,56,34220.80734,109
4247,757,335,56,33227.88,25
4248,782,230,56,34156.86239,109
4249,786,172,56,33943.10345,145
4250,791,393,56,33476.17931,145
4251,793,333,56,33261.93333,45
4252,802.6726619,161.6834532,56,33830.08273,278
4253,811.4783862,221.9942363,56,34181.66571,347
4254,817.5,346,56,33264.15385,52
4255,853.9498911,202.204793,56,33992.20261,459
4256,884,278,56,33295.68394,193
4257,903,473,56,33087.57971,69
4258,906,566,56,33534.60622,193
4259,910.030303,275.9772727,56,33405.25758,132
4260,916,247,56,33304.78715,249
4261,929.8756757,206.3054054,56,33225.92162,370
4262,927,179,56,35096.51376,109
4263,934,479,56,33539.67586,145
4264,934,540,56,33484.68276,145
4265,936.7666667,259.225,56,33449.09167,120
4266,950,587,56,33444.50459,109
4267,956.0089286,224.8928571,56,33291.1875,224
4268,966.4972376,171.5303867,56,34313.37017,181
4269,965,508,56,33456.78238,193
4270,970.1632047,245.3323442,56,34007.72997,337
4271,969,542,56,33805.74312,109
4272,983.8680203,192.5482234,56,33319.78173,197
4273,992.0733591,238.6216216,56,34116.33977,259
4274,989,561,56,33506.84058,69
4275,1003.5,383,56,33570.85577,208
4276,1005,415,56,33580.04094,171
4277,1005,520,56,33598.07339,109
4278,1031,438,56,33638.15172,145
4279,1032,362,56,33920.56881,109
4280,1040,402,56,34092.6789,109
4281,1057,367,56,33864.07339,109
4282,1059,434,56,33899.85321,109
4283,1076,394,56,33868.13043,69
4284,33,525,57,33260.81928,249
4285,39.86036036,404.7117117,57,34097.03153,222
4286,64,453,57,35394.65138,109
4287,67,470,57,35448.9633,109
4288,70,607,57,33120.62319,69
4289,89,581,57,33148.75556,45
4290,99,546,57,33658.95855,193
4291,101.6666667,507.8109453,57,33789.9801,201
4292,108.3534743,391.2205438,57,33894.43505,331
4293,120.0404762,467.2952381,57,33720.84048,420
4294,134,606,57,33800.62319,69
4295,139.5,530,57,34162.52439,164
4296,143.4051724,447.3836207,57,34217.82328,232
4297,141,505,57,34267.75229,109
4298,145,586,57,33872.22936,109
4299,165,481,57,33140.62222,45
4300,170.7639485,40.2832618,57,33417.3133,233
4301,168,554,57,33800.97101,69
4302,169,498,57,33136.37681,69
4303,182,624,57,33353.06897,145
4304,184,448,57,33078.73913,69
4305,189,532,57,34136.94203,69
4306,199.8672986,65.20853081,57,33325.93839,211
4307,196,573,57,33466.77064,109
4308,199,617,57,33378.22936,109
4309,219,44,57,33448.24096,249
4310,216,515,57,33490.95413,109
4311,224,570,57,33644.95652,69
4312,236.5390244,385.4170732,57,33727.13415,410
4313,231,502,57,33478.20183,109
4314,234.679868,347.9405941,57,33662.51155,303
4315,242.5608856,264.4132841,57,33295.45756,271
4316,243,17.5,57,33418.71181,288
4317,254,670,57,33433.4069,145
4318,271.8745387,55.27306273,57,33374.72325,271
4319,267,484,57,33390.49275,69
4320,272,652,57,33466.49541,109
4321,283.5396146,266.9486081,57,33367.64026,467
4322,282,469,57,33305.40367,109
4323,288,621,57,34080.23853,109
4324,302.904918,309.6327869,57,33623.59016,305
4325,311,137,57,33264.53793,145
4326,325,648,57,34067.31193,109
4327,337,620,57,33517.46207,145
4328,344.9466192,323.3843416,57,33272.06406,281
4329,343,473,57,33592.94819,193
4330,344,159,57,33373,145
4331,346,259,57,33174.38956,249
4332,344,438,57,33643.2,145
4333,349,92,57,33263.24828,145
4334,364.9295775,121.6056338,57,33403.9061,213
4335,372,402,57,33503.9171,193
4336,384.0742188,157.4140625,57,33754.36328,256
4337,384,196,57,33827.84138,145
4338,387,609,57,33506.34137,249
4339,392,429,57,33535.71025,283
4340,399,664,57,33398.97931,145
4341,412,96,57,33513.32124,193
4342,419.0855457,150.3480826,57,33529.0059,339
4343,431,615,57,33850.54483,145
4344,435,641,57,33873.70345,145
4345,450,183,57,34487.91192,193
4346,469,427,57,33334.45596,193
4347,479.3269755,114.8855586,57,34315.07629,367
4348,482,478,57,33322.98621,145
4349,489.352349,170.5268456,57,34546.54027,298
4350,507.5,147,57,34668.76333,300
4351,512,413,57,33296.26104,249
4352,515,477,57,33290.48966,145
4353,527,450,57,33327.29016,193
4354,548,378,57,33268.70466,193
4355,583,461,57,33331.70345,145
4356,586,426,57,33250.7751,249
4357,672,29,57,33598.64257,249
4358,688,48,57,33794.05622,249
4359,751,411,57,33190.04828,145
4360,754,344,57,33136.72464,69
4361,757,367,57,33200.88991,109
4362,763,213,57,34139.50459,109
4363,772,320,57,33166.32,25
4364,780,233,57,34063.93578,109
4365,784,172,57,34016.26207,145
4366,790,394,57,33491.91724,145
4367,793,333,57,33226.65217,69
4368,803.3705882,162.5705882,57,33916.71176,170
4369,812.5047619,223.5396825,57,34124.86984,315
4370,818,346.5,57,33248.61538,52
4371,857.2476636,202.6962617,57,34669.88785,214
4372,885,275,57,33285.82623,305
4373,900.5,476.5,57,33080.80556,108
4374,911,568,57,33533.80829,193
4375,909,278,57,33503.6087,69
4376,918,246,57,33298.71475,305
4377,935.1796247,205.4155496,57,33232.46381,373
4378,934,479,57,33522.54483,145
4379,934,540,57,33515.50345,145
4380,934,178,57,34929.74312,109
4381,934,265,57,33366.41284,109
4382,955.9171271,222.3480663,57,33286.46961,181
4383,955,586,57,33428.87586,145
4384,966.2684211,171.3,57,34468.54737,190
4385,965,508,57,33427.22798,193
4386,969.7587549,245.6031128,57,34012.44747,257
4387,973,542,57,33682,109
4388,982.9771429,192.8628571,57,33335.26857,175
4389,991.4280576,237.118705,57,34069.53957,278
4390,992,560,57,33522.28986,69
4391,1002,385,57,33593.25389,193
4392,1006,415,57,33549.26207,145
4393,1007,517,57,33603.77064,109
4394,1030,441,57,33696.47586,145
4395,1032,362,57,33852.21101,109
4396,1041,402,57,34010.77982,109
4397,1057,367,57,33802.3578,109
4398,1059,436,57,33890.77064,109
4399,1076,394,57,33810.63768,69
4400,26,526,58,33363.48996,249
4401,38.99166667,403.1,58,34062.69583,240
4402,48.31355932,458.3983051,58,34545.20339,236
4403,73,605,58,33104.65217,69
4404,83,457,58,34523.95057,263
4405,86,582,58,33112.97778,45
4406,98,546,58,33700.25389,193
4407,101.1350211,508.3375527,58,33729.52321,237
4408,108,392.5,58,33950.56356,236
4409,117.2937743,463.5272374,58,33729.37743,514
4410,134,606,58,33776.89855,69
4411,141,505,58,34224.11034,145
4412,140,530,58,34171.06422,109
4413,140,587,58,33925.84404,109
4414,143.4321608,446.5929648,58,34284.18593,199
4415,166,551,58,33803.4069,145
4416,170.5720165,39.36625514,58,33434.14815,243
4417,169.5,478.5,58,33121.91463,82
4418,176,496,58,33127.33333,69
4419,182,624,58,33346.52414,145
4420,184,448,58,33080.89855,69
4421,189,533,58,34102.6087,69
4422,201.4015748,64.90944882,58,33310.8937,254
4423,198,571,58,33477.44037,109
4424,198,615,58,33374.2844,109
4425,216,515,58,33497.52294,109
4426,223,42,58,33451.37751,249
4427,235.0172084,386.9674952,58,33700.96941,523
4428,224,570,58,33684.23188,69
4429,229,506,58,33465.24771,109
4430,235.3248175,348.0875912,58,33668.75182,274
4431,243.0315186,263.3438395,58,33287.20917,349
4432,245.0688623,15.71257485,58,33422.37425,334
4433,254,670,58,33447.68276,145
4434,270.3516484,57.25641026,58,33361.88645,273
4435,267,483,58,33392.62319,69
4436,271,653,58,33571.91743,109
4437,283.5273632,266.4154229,58,33387.09701,402
4438,282,469,58,33285.02752,109
4439,284,615,58,34051.85321,109
4440,303.2549669,307.013245,58,33622.32781,302
4441,311,136,58,33258.1931,145
4442,320,646,58,34020.6422,109
4443,337,620,58,33545.5931,145
4444,345.7984293,323.0602094,58,33279.04188,382
4445,342.1358491,162.9509434,58,33356.28302,265
4446,343,475,58,33576.3057,193
4447,346,259,58,33180.97189,249
4448,344,438,58,33669.33793,145
4449,345,91,58,33275.52414,145
4450,360.5702128,121.4425532,58,33375.82979,235
4451,372,402,58,33498.46632,193
4452,386.3773006,157.7515337,58,33706.43865,326
4453,384,196,58,33820.65517,145
4454,387,609,58,33514.71486,249
4455,394,430,58,33571.08032,249
4456,399,664,58,33395.96552,145
4457,412.5,96,58,33495.30451,266
4458,416.5084034,150.512605,58,33570.35714,238
4459,431,615,58,33854.23448,145
4460,435,641,58,33940.15862,145
4461,449,180,58,34429.89558,249
4462,469,427,58,33333.31606,193
4463,479.2543554,115.4808362,58,34435.89547,287
4464,482,478,58,33320.76166,193
4465,488.7507692,169.3661538,58,34512.74462,325
4466,506.8682432,147.6385135,58,34696.09122,296
4467,513,413,58,33297.6988,249
4468,515,481.5,58,33307.32911,158
4469,527,450,58,33313.31606,193
4470,548,379,58,33255.9171,193
4471,585,419.5,58,33253.65789,266
4472,585,461,58,33321.88601,193
4473,670,27,58,33560.87952,249
4474,687,46,58,33720.85542,249
4475,751,411,58,33192.71724,145
4476,751,344,58,33128.42029,69
4477,755,371,58,33209.65517,145
4478,766,213,58,34086.77982,109
4479,769,322,58,33134.6,45
4480,780,233,58,33991.27523,109
4481,785.5,172,58,33908.33544,158
4482,790,394,58,33548.04138,145
4483,793.5,333,58,33213.07692,78
4484,803.4368231,160.6137184,58,33832.32491,277
4485,819.3278689,228.1770492,58,34234.2,305
4486,815,348,58,33231.66667,45
4487,843,187,58,35681.86667,45
4488,860,213,58,36208.68,25
4489,885,281,58,33308.13443,305
4490,901,469,58,33083.97101,69
4491,910,246,58,33329.85574,305
4492,908,571,58,33526.62176,193
4493,913,283,58,33408.52294,109
4494,936.7307692,201.7307692,58,33234.34615,286
4495,932,173,58,35089.02752,109
4496,933,264,58,33383.69725,109
4497,934,479,58,33518.94483,145
4498,934,540,58,33461.05517,145
4499,953.8074866,225.7647059,58,33298.72193,187
4500,953,588,58,33414.74483,145
4501,964.2038217,168.4585987,58,34588.56051,157
4502,963,508,58,33434.34197,193
4503,972.4379562,242.770073,58,33913.41971,274
4504,973,542,58,33651.50459,109
4505,979.9655172,190.862069,58,33336.67241,174
4506,992.3439716,235.4148936,58,34070.68794,282
4507,995,559,58,33483.21739,69
4508,1002,385,58,33607.97409,193
4509,1003,412,58,33584.7772,193
4510,1011,518,58,33584.14679,109
4511,1027,445,58,33779.82569,109
4512,1030,362,58,33912.94495,109
4513,1042,402,58,34014.52414,145
4514,1057,367,58,33802.44954,109
4515,1057,434,58,33936.99083,109
4516,1076,394,58,33853.10145,69
4517,32,528,59,33310.97992,249
4518,34.67757009,403.8317757,59,34024.03271,214
4519,45.125,456.5681818,59,34319.05682,264
4520,73,607,59,33088.30435,69
4521,78,575,59,33094.56,25
4522,83.63701068,452.4128114,59,34237.87544,281
4523,98,550,59,33808.95855,193
4524,102.5454545,507.4155844,59,33764.87013,231
4525,109.0647482,395.6294964,59,33910.17266,278
4526,119,465.5,59,33770.17202,436
4527,134.610687,607.4351145,59,33701.96183,131
4528,140,530,59,34146.65517,145
4529,144.3089431,446.6341463,59,34247.04065,246
4530,143,508,59,34154.45517,145
4531,144,590,59,33887.68807,109
4532,167.5,551,59,33768.97468,158
4533,172.7411348,39.74822695,59,33421.60284,282
4534,172,493,59,33132.20183,109
4535,182,624,59,33330.9931,145
4536,182,443,59,33081.92754,69
4537,188,529,59,34078.6789,109
4538,189,478,59,33148.95652,69
4539,194,571,59,33472.02752,109
4540,201.3878505,65.70560748,59,33325.21028,214
4541,198,615,59,33362.31193,109
4542,216,515,59,33494.09174,109
4543,222,42,59,33433.2249,249
4544,224,570,59,33625.50725,69
4545,231.9606299,388.5669291,59,33724.70341,381
4546,231,506,59,33468.33028,109
4547,235.5,350.5,59,33668.92623,244
4548,245.1407035,263.9271357,59,33286.71608,398
4549,244.5570175,15.97807018,59,33436.45175,228
4550,248,668,59,33482.82069,145
4551,270.1623616,57.11070111,59,33377.63469,271
4552,267,483,59,33384.66667,69
4553,271,653,59,33522.45872,109
4554,286.178392,268.7964824,59,33414.09799,398
4555,282,471,59,33301.17431,109
4556,286.5,615,59,33993.87975,158
4557,301.0620915,309.1764706,59,33629.15033,306
4558,311,136,59,33260.50345,145
4559,313,641,59,34082.90826,109
4560,337,620,59,33531.96552,145
4561,341.6581197,163.1410256,59,33375.13675,234
4562,342,441,59,33625.17098,193
4563,343,475,59,33580.75648,193
4564,346,259,59,33189.10442,249
4565,349.4781022,322.9525547,59,33297.37226,274
4566,347,92,59,33287.11034,145
4567,362.5,122,59,33368.38462,182
4568,372,402,59,33494.45596,193
4569,384,196,59,33805.6069,145
4570,389.0791367,159.3669065,59,33743.79856,278
4571,391,607,59,33529.15261,249
4572,395,430,59,33569.53815,249
4573,399,664,59,33404.27586,145
4574,413,97,59,33506.93173,249
4575,421.5294118,151.1038062,59,33567.23875,289
4576,431,615,59,33866.71724,145
4577,434,642,59,33869.03448,145
4578,451,180,59,34454.77912,249
4579,469,427,59,33323.7513,193
4580,480.9081633,115.1836735,59,34367.33673,392
4581,486.9038462,173.0961538,59,34481.61218,312
4582,482,478,59,33322.98446,193
4583,507.7675841,148.7217125,59,34680.17125,327
4584,513,413,59,33295.55823,249
4585,515,482,59,33295.54483,145
4586,532,451,59,33296.69948,193
4587,548.5,382,59,33261.79699,266
4588,586,420,59,33256.6988,249
4589,586,459,59,33328.3057,193
4590,664,27,59,33532.80321,249
4591,687,44,59,33727.00803,249
4592,748,416,59,33198.95172,145
4593,752,374,59,33219.09655,145
4594,751,344,59,33125.24638,69
4595,762,208,59,33992.2069,145
4596,769,322,59,33135.91304,69
4597,775,239,59,33907.99083,109
4598,785,168,59,33925.26207,145
4599,790,394,59,33602.3931,145
4600,798,328,59,33213.2029,69
4601,805.5590909,160.4818182,59,33907.68636,220
4602,813,354,59,33216.71014,69
4603,820.7520891,226.6768802,59,34130.45404,359
4604,848,181,59,34204.9931,145
4605,859,214,59,34237.7156,109
4606,883,279,59,33307.13443,305
4607,898,468,59,33086.89855,69
4608,905,245,59,33359.50201,249
4609,906,572,59,33492.88083,193
4610,911,282,59,33367.66055,109
4611,935.2764706,206.1147059,59,33229.43824,340
4612,930,177,59,35208.61468,109
4613,933,543,59,33490.07586,145
4614,934,479,59,33515.75172,145
4615,937,260,59,33350.29358,109
4616,954.6862745,223.7352941,59,33302.45588,204
4617,956,591.5,59,33423.85443,158
4618,963.2117647,169.2117647,59,34431.12353,170
4619,963,508,59,33433.49741,193
4620,968.540625,247.565625,59,33989.95,320
4621,973,542,59,33646.74483,145
4622,981.7391304,194.1434783,59,33312.19565,230
4623,992.4035714,236.0357143,59,34040.53214,280
4624,994,561,59,33493.92754,69
4625,1002.034783,413.5608696,59,33592.31304,230
4626,1002,385,59,33604.51813,193
4627,1011,519,59,33568.84404,109
4628,1028,442,59,33699.13761,109
4629,1030,362,59,33835.10345,145
4630,1042,407,59,34085.35862,145
4631,1060,437,59,33890.45872,109
4632,1061,368,59,33758.41284,109
4633,1079,396,59,33965.72464,69
4634,36.35119048,403.1369048,60,34292.30357,168
4635,45,457.5,60,34017.45608,296
4636,47,531,60,33446.9633,109
4637,79,577,60,33093.22018,109
4638,83,454.5,60,34026.28824,340
4639,82,611.5,60,33092,78
4640,98,548,60,33751.26943,193
4641,105,510,60,33809.97241,145
4642,109.3169935,395.2156863,60,33896.62418,306
4643,119.7191601,468.312336,60,33772.60105,381
4644,133.4886364,607.6647727,60,33638.1875,176
4645,140,530,60,34150.26897,145
4646,140,592,60,33778.69725,109
4647,143.8835979,443.4708995,60,34384.51323,189
4648,145,508,60,34140.73793,145
4649,167,495,60,33145.38532,109
4650,168,551,60,33781.48276,145
4651,175.019685,37.4488189,60,33442.02756,254
4652,179,621,60,33314.37931,145
4653,180,445,60,33080.3913,69
4654,185,531,60,34078.27523,109
4655,191,482,60,33144.63768,69
4656,195,610,60,33356.94495,109
4657,200.25,64.63157895,60,33318.57018,228
4658,198,571,60,33495.72477,109
4659,216,515,60,33522.16514,109
4660,224,42,60,33459.95582,249
4661,233,393,60,33719.41766,419
4662,224,570,60,33651.26087,69
4663,231,506,60,33462.42202,109
4664,236.2890365,350.1827243,60,33668.65781,301
4665,242.2530864,267.1666667,60,33305.15741,324
4666,246.6913947,14.11869436,60,33439.06528,337
