OBJECT_ID,CENTROID // MEAN_X_(PX),CENTROID // MEAN_Y_(PX),TIMEPOINT,SHAPE // PROJ_AREA_(PX^2),TRACK_ID
870,243.8576964,445.6604438,37,2839,24
871,248,88.5,37,2944,2
872,318,635,37,1369,31
873,323,529,37,1789,25
874,381.6223717,414.6223717,37,1189,22
875,394,293,37,1649,5
876,419.484789,676.5044161,37,1019,32
877,453.5,521,37,1284,26
878,475,630.5,37,1180,30
879,494.5,469,37,1410,18
880,497,320,37,1599,6
881,499.2515593,773.8846154,37,962,34
882,546,550,37,1369,27
883,568.5,30,37,1836,3
884,617.9222423,701.9722725,37,1659,33
885,641,587,37,1789,28
886,704,493,37,1829,29
887,728,817,37,1649,10
888,734,942,37,1513,15
889,827.3083961,176.1560818,37,1858,4
890,873,760,37,1513,9
891,897,713,37,1649,8
892,114,149.5,38,2504,1
893,152,410.5,38,2788,23
894,244.5945687,449.172524,38,3130,24
895,250.8977145,83.61820907,38,2669,2
896,313,632,38,1369,31
897,324,532,38,1789,25
898,382.5,413,38,1236,22
899,394,293,38,1649,5
900,420,673.5,38,1010,32
901,454,521,38,1245,26
902,474.4162479,627.5393635,38,1194,30
903,489.6473988,776.7697495,38,1038,34
904,497.3874317,322.5486339,38,1830,6
905,496,469,38,1369,18
906,560,552,38,1369,27
907,569,30,38,1789,3
908,616,703.5,38,1596,33
909,643.5,591,38,1836,28
910,708.055914,492.0268817,38,1860,29
911,734,818,38,1649,10
912,735,943.5,38,1694,15
913,828,177,38,1919,4
914,879.5,765,38,1556,9
915,897,714,38,1649,8
916,113.5,150,39,2504,1
917,152,414,39,2617,23
918,244.4687988,444.0167707,39,2564,24
919,255.702914,80.83830846,39,2814,2
920,313,632,39,1369,31
921,324,532,39,1789,25
922,373.5,407,39,1162,22
923,394,293,39,1649,5
924,420.4686235,675.0091093,39,988,32
925,453,520,39,1245,26
926,475,625,39,1145,30
927,493.4445695,323.4715813,39,1777,6
928,491.8111753,781.2678227,39,1038,34
929,498.6208333,468.6208333,39,1440,18
930,560,552,39,1369,27
931,569,30,39,1789,3
932,613.5,702,39,1762,33
933,644,591,39,1789,28
934,709,491,39,1739,29
935,735,943,39,1649,15
936,737,821,39,1649,10
937,828,180,39,1739,4
938,877.5,765,39,1556,9
939,898,714,39,1649,8
940,112,149,40,2449,1
941,152,414,40,2617,23
942,251.9292893,437.4899497,40,2786,24
943,259,80,40,2779,2
944,313,632,40,1369,31
945,324,532,40,1789,25
946,374,409,40,1125,22
947,396.5,291,40,1694,5
948,420,675.5,40,1010,32
949,453,520,40,1245,26
950,477.5398633,626.4441913,40,1317,30
951,492.3396806,325.1412776,40,1628,6
952,490.116095,779.6477573,40,758,34
953,501,468,40,1451,18
954,565,552,40,1369,27
955,569,30,40,1789,3
956,613.112462,705.7244174,40,1974,33
957,645,594,40,1789,28
958,707.6319958,490.1425554,40,1894,29
959,740,828,40,1649,10
960,740,943,40,1649,15
961,828,177,40,1739,4
962,874.5,761,40,1556,9
963,895,712.5,40,1694,8
964,107.2459741,147.0625197,41,3167,1
965,153,413,41,2617,23
966,247.4778761,440.5630941,41,3051,24
967,259,77,41,2889,2
968,313,632,41,1369,31
969,324,532,41,1789,25
970,373,409,41,1125,22
971,399,290,41,1649,5
972,414.9201102,678.0413223,41,1089,32
973,453,520,41,1245,26
974,474.0195759,625.4437194,41,1226,30
975,488.505618,780.0325843,41,890,34
976,496,321.5,41,1556,6
977,500,468.5,41,1410,18
978,568,30,41,1789,3
979,565,552,41,1369,27
980,611.0174594,709.0174594,41,1661,33
981,645,594,41,1789,28
982,706,491,41,1739,29
983,741.5,944,41,1694,15
984,742,828,41,1649,10
985,827,177.5,41,1784,4
986,874,761,41,1513,9
987,894,709,41,1649,8
988,107.2785857,145.1362988,42,3507,1
989,153,413,42,2617,23
990,243.3852251,438.6956246,42,3154,24
991,257.3981774,79.54083421,42,2853,2
992,316,630,42,1245,31
993,324,532,42,1789,25
994,372.5,415,42,1284,22
995,399,288,42,1649,5
996,414.3416268,681.5674641,42,1045,32
997,461,524,42,1245,26
998,475,625,42,1215,30
999,485.03367,780.0538721,42,891,34
1000,496,330.5,42,1642,6
1001,515.5,479,42,1492,18
1002,566,28,42,1789,3
1003,565,552,42,1369,27
1004,613.8034138,707.4220129,42,1699,33
1005,647.5,598,42,1836,28
1006,707,491,42,1829,29
1007,740,944,42,1649,15
1008,742,829,42,1649,10
1009,828,177.5,42,1784,4
1010,881,758,42,1513,9
1011,894.5,709,42,1694,8
1012,108.6896881,149.2893062,43,3142,1
1013,152.6243094,414.6243094,43,2715,23
1014,243.6771654,442.069408,43,3429,24
1015,258,81,43,2669,2
1016,316.3343217,632.1445515,43,1349,31
1017,324,532,43,1789,25
1018,371.5,415,43,1410,22
1019,398,287,43,1649,5
1020,416.5167206,682.9946063,43,927,32
1021,461,524,43,1369,26
1022,476,624,43,1145,30
1023,484.4498346,779.4906284,43,907,34
1024,496,330,43,1513,6
1025,507,474,43,1451,18
1026,566,28,43,1789,3
1027,569,556,43,1369,27
1028,612.5019966,708.0165431,43,1753,33
1029,654,602,43,1789,28
1030,708.6636518,491.1430187,43,1769,29
1031,739.5,824,43,1694,10
1032,741,941,43,1649,15
1033,829,175,43,1739,4
1034,880,758,43,1513,9
1035,893,709,43,1649,8
1036,106.9745348,150.9510284,44,3063,1
1037,152,415,44,2617,23
1038,255.3358209,442.9676617,44,3216,24
1039,256,75.5,44,2614,2
1040,317,633.5,44,1362,31
1041,324,532,44,1789,25
1042,371,415,44,1369,22
1043,397.5,287,44,1694,5
1044,417,685.5,44,1072,32
1045,461,524,44,1369,26
1046,475.9292661,624.9292661,44,1131,30
1047,486.5493757,780.0170261,44,881,34
1048,500.5482673,327.9746287,44,1616,6
1049,508.5,474,44,1410,18
1050,565,28,44,1789,3
1051,570,557,44,1369,27
1052,610.1444109,709.658006,44,1655,33
1053,654,602,44,1789,28
1054,705.0972678,490.615847,44,1830,29
1055,740,816,44,1649,10
1056,742,941,44,1649,15
1057,829,176,44,1829,4
1058,880,758,44,1513,9
1059,894,709,44,1649,8
1060,107.3010284,145.2689311,45,3209,1
1061,153,413,45,2617,23
1062,251.5349849,441.5631068,45,2987,24
1063,257.4781133,74.51883271,45,2947,2
1064,316,635.5,45,1440,31
1065,324,532,45,1789,25
1066,369.5,413,45,1410,22
1067,396.5,287,45,1694,5
1068,413.5236593,681.4913249,45,1268,32
1069,461,528,45,1513,26
1070,481.108871,626.9153226,45,1240,30
1071,481.3732057,777.3732057,45,836,34
1072,501,327,45,1513,6
1073,507.5,474,45,1492,18
1074,565,28,45,1789,3
1075,575,552,45,1369,27
1076,609.9838289,711.4726135,45,1917,33
1077,657.5,604,45,1836,28
1078,704,489,45,1739,29
1079,742,940,45,1649,15
1080,747.1797665,809.9859922,45,1285,10
1081,827.6195715,175.6195715,45,1727,4
1082,883.5,758,45,1556,9
1083,894,709,45,1649,8
1084,108.8675948,147.7550355,46,3376,1
1085,153,413,46,2617,23
1086,249.0083207,442.0056732,46,2644,24
1087,255.3158083,74.62195994,46,2796,2
1088,316,637.5,46,1362,31
1089,324,532,46,1789,25
1090,371,413,46,1451,22
1091,394,286,46,1649,5
1092,407.6592593,680.9333333,46,1215,32
1093,461,528,46,1513,26
1094,478,625,46,1125,30
1095,485.5,778,46,726,34
1096,503.5,324,46,1556,6
1097,503.6208333,472.6208333,46,1440,18
1098,566,28,46,1789,3
1099,576,552,46,1369,27
1100,614.5521144,716.0655152,46,1679,33
1101,658,604,46,1649,28
1102,710,487,46,1855,29
1103,744.8956707,809.451384,46,1409,10
1104,742,941,46,1649,15
1105,827,177.5,46,1694,4
1106,886.3847607,763.6152393,46,1588,9
1107,893.5,709,46,1694,8
1108,111.0019927,144.4908668,47,3011,1
1109,153,413,47,2617,23
1110,250.7751196,446.0717703,47,3135,24
1111,255.8598726,73.63619333,47,2669,2
1112,316,641.5,47,1440,31
1113,324,533.5,47,1836,25
1114,369.5,413,47,1410,22
1115,395,286.5,47,1694,5
1116,408.7030913,685.4097771,47,1391,32
1117,461,528,47,1513,26
1118,478,625,47,1125,30
1119,484.5,776,47,726,34
1120,502,472,47,1369,18
1121,504,323,47,1771,6
1122,566,28,47,1789,3
1123,576,552,47,1369,27
1124,617.1818739,712.6846295,47,1633,33
1125,658,604,47,1649,28
1126,708.5,488,47,1838,29
1127,742,941,47,1649,15
1128,767,821,47,621,12
1129,801.0011547,794.5127021,47,866,14
1130,827,178,47,1739,4
1131,877.9550085,754.5050934,47,2356,9
1132,891.5,709,47,1694,8
1133,116.0240371,144.4876919,48,3453,1
1134,153,413,48,2617,23
1135,251.056683,444.0262421,48,2858,24
1136,255.4715615,71.99379524,48,2901,2
1137,316,642.5,48,1284,31
1138,323.5,534,48,1836,25
1139,366,411,48,1369,22
1140,396,287,48,1739,5
1141,410.9249823,687.0679406,48,1413,32
1142,459.3847607,526.6152393,48,1588,26
1143,472,625,48,1125,30
1144,478.3877005,781.3877005,48,748,34
1145,501,326,48,1513,6
1146,501.5,472,48,1410,18
1147,566,28,48,1789,3
1148,577,552,48,1369,27
1149,613.513658,716.0480998,48,1684,33
1150,658,604,48,1649,28
1151,709,488.5,48,1784,29
1152,742,941,48,1649,15
1153,782,788,48,305,14
1154,827,176.5,48,1694,4
1155,861.994575,758.0241109,48,1659,9
1156,880.4956772,703.0115274,48,1735,8
1157,113.3713811,139.6314665,49,4214,1
1158,153,413,49,2617,23
1159,248.7471776,438.6657544,49,2923,24
1160,250.7766777,74.17491749,49,2727,2
1161,315,639.5,49,1440,31
1162,323,534.5,49,1836,25
1163,364,410,49,1649,22
1164,402,287,49,1649,5
1165,409.017094,683.0135328,49,1404,32
1166,460,527,49,1513,26
1167,472,625,49,1125,30
1168,479,774,49,697,34
1169,501,326,49,1513,6
1170,501,469,49,1451,18
1171,564,29,49,1789,3
1172,579,552.5,49,1410,27
1173,611.9323821,717.8796526,49,1612,33
1174,653.6195715,606.6195715,49,1727,28
1175,708.5244989,490.5077951,49,1796,29
1176,742,941,49,1649,15
1177,756,771,49,305,14
1178,803,758,49,609,9
1179,827,175.5,49,1694,4
1180,845.8692098,748.8537693,49,1101,8
1181,110.3772509,138.3697479,50,3332,1
1182,153,413.5,50,2674,23
1183,242.0442418,439.0597771,50,2961,24
1184,255.4470785,76.0918197,50,2995,2
1185,314.4723796,642.9922096,50,1412,31
1186,322,535,50,1789,25
1187,363,413.5,50,1694,22
1188,402,287,50,1649,5
1189,407.0686275,682.352187,50,1326,32
1190,460,527,50,1513,26
1191,472,625,50,1125,30
1192,475.5788091,778.1217163,50,1142,34
1193,498.5,467,50,1410,18
1194,501,326,50,1513,6
1195,564,29,50,1789,3
1196,579,552.5,50,1410,27
1197,617.7109544,723.2814534,50,1844,33
1198,653,607,50,1649,28
1199,708,487,50,1739,29
1200,742.5,941,50,1694,15
1201,791,742,50,437,9
1202,823.5,175,50,1694,4
1203,816.2803738,762.3333333,50,642,8
1204,115.2699844,138.2979782,51,3215,1
1205,153,414,51,2617,23
1206,243.5759659,437.8005894,51,3054,24
1207,258.5,76.5,51,2738,2
1208,314,639,51,1401,31
1209,322,535,51,1789,25
1210,365,411,51,1649,22
1211,402,286,51,1649,5
1212,406.344652,682.0687606,51,1178,32
1213,460,527,51,1513,26
1214,468.5778175,780.6252236,51,1118,34
1215,474,626,51,1125,30
1216,500,467,51,1451,18
1217,505,325,51,1513,6
1218,564,29,51,1789,3
1219,581,551,51,1369,27
1220,620.5,720.5,51,1554,33
1221,653,607,51,1649,28
1222,708,489.5,51,1784,29
1223,744,941,51,1649,15
1224,794.2678984,729.2101617,51,433,9
1225,823,177,51,1739,4
1226,818.5,755,51,394,8
1227,113.7576485,141.889922,52,3334,1
1228,154,412,52,2617,23
1229,246.2419041,442.6227332,52,3088,24
1230,254.9355195,75.03426676,52,2714,2
1231,314,641,52,1401,31
1232,322,535,52,1789,25
1233,364.5,411,52,1694,22
1234,402,286,52,1649,5
1235,407.5694076,681.9814324,52,1131,32
1236,460,529.5,52,1556,26
1237,465,782,52,1063,34
1238,474,626,52,1125,30
1239,502,467,52,1451,18
1240,505,321,52,1513,6
1241,564,29,52,1789,3
1242,577,548.5,52,1410,27
1243,621,718,52,1451,33
1244,646.4294444,614.4688889,52,1800,28
1245,707.0771381,491.1022918,52,1789,29
1246,744,941,52,1649,15
1247,823,176.5,52,1784,4
1248,111.9821737,145.4666475,53,3478,1
1249,154.5,411,53,2674,23
1250,247.7343578,440.2129528,53,2733,24
1251,257.0632552,75.96908316,53,2814,2
1252,314,641.5,53,1362,31
1253,322.5,534,53,1836,25
1254,366,409,53,1739,22
1255,402,286,53,1649,5
1256,404.477717,680.7763878,53,1279,32
1257,460,530,53,1513,26
1258,463.9208185,782.4599644,53,1124,34
1259,474,626.5,53,1162,30
1260,498.5,467,53,1492,18
1261,506,319,53,1451,6
1262,564,29,53,1789,3
1263,578,547,53,1451,27
1264,630,717.5,53,1410,33
1265,647,617,53,1513,28
1266,705,493.5,53,1842,29
1267,746,945,53,1649,15
1268,823,178.5,53,1694,4
1269,112.0589177,149.5254563,54,3123,1
1270,155,409,54,2617,23
1271,242.2697502,444.1350439,54,2962,24
1272,258.3091716,76.15532544,54,2704,2
1273,314,642,54,1323,31
1274,323.6235294,534.3764706,54,1870,25
1275,365.5,409,54,1694,22
1276,402,286,54,1649,5
1277,410.5605484,680.9916222,54,1313,32
1278,460,535,54,1513,26
1279,462.6026381,785.6834295,54,1213,34
1280,477.6223717,629.3776283,54,1189,30
1281,489.6208333,462.3791667,54,1440,18
1282,508,319.5,54,1284,6
1283,564,29,54,1789,3
1284,580.5,545,54,1410,27
1285,629,718,54,1369,33
1286,647,617,54,1513,28
1287,704,495.5,54,1694,29
1288,746,952,54,1649,15
1289,822.6839493,178.6519581,54,1813,4
1290,117.5931839,148.0205711,55,3257,1
1291,156.5,403,55,2674,23
1292,240.5015674,446.5182863,55,2871,24
1293,261.1101726,75.87807565,55,2723,2
1294,315,643,55,1323,31
1295,324,535.5,55,1836,25
1296,371.5,408,55,1784,22
1297,402,286,55,1649,5
1298,404.9340974,684.4591691,55,1396,32
1299,460,535,55,1513,26
1300,464,785,55,1005,34
1301,478,631,55,1125,30
1302,489.7810438,453.7246551,55,1667,18
1303,508,316,55,1479,6
1304,564,29,55,1789,3
1305,581,545,55,1369,27
1306,627,720,55,1245,33
1307,644,624,55,1513,28
1308,705,496.5,55,1784,29
1309,746,952,55,1649,15
1310,822,178.5,55,1694,4
1311,118.0290796,148.4875776,56,3542,1
1312,156.1332046,407.0485843,56,3108,23
1313,244.7910714,442.2241071,56,3360,24
1314,265.89631,74.04870849,56,2710,2
1315,317,644.5,56,1410,31
1316,323.6235294,536.6235294,56,1870,25
1317,369.5,408,56,1694,22
1318,402,283.5,56,1694,5
1319,413.3270337,691.7608874,56,1217,32
1320,460,535.5,56,1556,26
1321,464,785,56,1005,34
1322,478,631,56,1125,30
1323,489.1837088,455.3154246,56,1731,18
1324,507.4763062,316.9933171,56,1646,6
1325,564,29,56,1789,3
1326,581.5,540,56,1410,27
1327,631,725,56,1245,33
1328,644,624,56,1513,28
1329,705,494,56,1739,29
1330,746,952,56,1649,15
1331,825,176,56,1649,4
1332,123.6264671,148.0434272,57,3408,1
1333,155,408.5,57,2902,23
1334,243.468058,443.0173072,57,3929,24
1335,267,75.5,57,2614,2
1336,317,646,57,1451,31
1337,322,537.5,57,1836,25
1338,368,408,57,1829,22
1339,402,282.5,57,1694,5
1340,411.5337079,691.0064205,57,1246,32
1341,460,536,57,1513,26
1342,459,786,57,1005,34
1343,478,631,57,1125,30
1344,490.5274262,448.6244726,57,1896,18
1345,508.6951456,314.6660194,57,1545,6
1346,562,29,57,1789,3
1347,582,540,57,1369,27
1348,637,628,57,1513,28
1349,636,724,57,1245,33
1350,704.4755011,495.4922049,57,1796,29
1351,746,952,57,1649,15
1352,825,176,57,1649,4
1353,123.4753247,148.4952381,58,3465,1
1354,157.6641791,404.6531473,58,3082,23
1355,244.7247654,441.0696616,58,3517,24
1356,265,75,58,2559,2
1357,316.6780777,648.6510862,58,1519,31
1358,322,538,58,1789,25
1359,364,408,58,1649,22
1360,403.8613502,275.3416402,58,2207,5
1361,417.3333333,689.8048359,58,1158,32
1362,460,536,58,1513,26
1363,458.5431111,787.5226667,58,1125,34
1364,478.5,632,58,1162,30
1365,487.2439791,445.4560209,58,1910,18
1366,506.3204913,314.4265773,58,1791,6
1367,562,29,58,1789,3
1368,583,541.5,58,1410,27
1369,636.5,628,58,1556,28
1370,640.6344307,724.1344307,58,1458,33
1371,704,494.5,58,1694,29
1372,747.5,952,58,1694,15
1373,822.7223637,177.3285787,58,1963,4
1374,126.6646598,147.5502709,59,3322,1
1375,163.6243094,399.6243094,59,2715,23
1376,247.0630372,442.6195479,59,3141,24
1377,266.5205479,75.49391172,59,2628,2
1378,311,653,59,1513,31
1379,322,538.5,59,1836,25
1380,365.5,408,59,1694,22
1381,405.5,276,59,1694,5
1382,410.3316195,693.075407,59,1167,32
1383,460,536,59,1513,26
1384,458,789,59,1005,34
1385,479,632,59,1125,30
1386,488,454,59,889,18
1387,507.4884273,315.5032641,59,1685,6
1388,562,29,59,1789,3
1389,583,543,59,1369,27
1390,634,628,59,1513,28
1391,644.0235732,728.058933,59,1612,33
1392,701.0482833,495.1013948,59,1864,29
1393,748.5,952,59,1694,15
1394,826,180.5,59,1694,4
1395,128.7386683,145.3194748,60,3199,1
1396,160.5195804,402.0059441,60,2860,23
1397,245.2192125,435.56716,60,3581,24
1398,270.5,73,60,2504,2
1399,301.8587224,657.6603194,60,1628,31
1400,321,539,60,1789,25
1401,366,408,60,1649,22
1402,403.0892857,276.5388655,60,1904,5
1403,408.5017007,695.502551,60,1176,32
1404,460,536,60,1513,26
1405,458,789,60,1005,34
1406,481.5,632,60,1162,30
1407,487.8242142,455.2724098,60,1718,18
1408,509,313,60,1557,6
1409,562,30.5,60,1836,3
1410,583,543,60,1369,27
1411,634,628,60,1513,28
1412,654.5527761,725.0701647,60,1639,33
1413,700,494.5,60,1694,29
1414,747,958,60,1649,15
1415,826,179,60,1649,4
1416,135.8489848,145.0063452,61,3152,1
1417,159.5671535,402.5276095,61,2807,23
1418,247.7228916,436.2077579,61,3403,24
1419,271,72.5,61,2504,2
1420,304,659,61,1513,31
1421,321,539,61,1789,25
1422,363,408.5,61,1694,22
1423,401,280,61,1649,5
1424,410.9873987,695.5067507,61,1111,32
1425,460,536.5,61,1556,26
1426,463.5,783,61,1040,34
1427,482.5,632.5,61,1178,30
1428,486,450,61,889,18
1429,507.3311185,314.0703212,61,1806,6
1430,562,30,61,1789,3
1431,583,543,61,1369,27
1432,634,628,61,1513,28
1433,653.8535229,727.2472188,61,1618,33
1434,699.5,493,61,1760,29
1435,747,958,61,1649,15
1436,824.4648352,180.9324176,61,1820,4
1437,138,145,62,3329,1
1438,161,398,62,2845,23
1439,245.7282366,439.3928571,62,3584,24
1440,274.8771996,70.62411082,62,2671,2
1441,304,658,62,1513,31
1442,321,539,62,1789,25
1443,363,410.5,62,1752,22
1444,401,281,62,1919,5
1445,411.4846727,696.1416736,62,1207,32
1446,460,537,62,1513,26
1447,461,783,62,1005,34
1448,483,633,62,1125,30
1449,486,450,62,889,18
1450,509.9869919,311.0308943,62,1845,6
1451,562,30,62,1789,3
1452,586,542,62,1563,27
1453,634,628,62,1513,28
1454,654.9809394,730.573179,62,1469,33
1455,701,487,62,1649,29
1456,746.5,958,62,1694,15
1457,824,177.5,62,1784,4
1458,138,144,63,3109,1
1459,161,394.5,63,2674,23
1460,245.0880109,433.5645777,63,3670,24
1461,277,67.5,63,2724,2
1462,301.5,660,63,1556,31
1463,320,542,63,1941,25
1464,362,409,63,1739,22
1465,401,278,63,1829,5
1466,405.7705179,698.7808765,63,1255,32
1467,462,537,63,1599,26
1468,460.5,783,63,1040,34
1469,482,633,63,1125,30
1470,483,447,63,889,18
1471,510.4645233,309.537694,63,1804,6
1472,562,30,63,1789,3
1473,588,541,63,1369,27
1474,634,628,63,1513,28
1475,655.2155567,731.9603457,63,1967,33
1476,701,486.5,63,1694,29
1477,747.5,957,63,1694,15
1478,824,177,63,1739,4
1479,143.2868641,139.3055377,64,3106,1
1480,161,395,64,2617,23
1481,246.0283688,432.0161702,64,3525,24
1482,272.4701861,59.56855298,64,2633,2
1483,296.9041262,661.9277913,64,1648,31
1484,320,542,64,1941,25
1485,361.5,409,64,1694,22
1486,401,277.5,64,1874,5
1487,405.3786489,701.6371977,64,1199,32
1488,454,783,64,1005,34
1489,463.5,537,64,1556,26
1490,479.5615129,440.8778055,64,2406,18
1491,482,633,64,1125,30
1492,510.9011858,309.525127,64,1771,6
1493,562,30,64,1789,3
1494,588,541,64,1369,27
1495,636,628.5,64,1620,28
1496,668.5421053,731.6368421,64,1710,33
1497,700.5,485,64,1694,29
1498,744,956,64,1649,15
1499,825,177,64,1649,4
1500,149,134.5,65,2944,1
1501,160.1070917,396.0798711,65,2792,23
1502,245.4029458,435.4900053,65,3802,24
1503,269,54.5,65,2584,2
1504,296.5,664,65,1620,31
1505,320,542.5,65,1990,25
1506,366,398,65,1649,22
1507,401.9552314,275.4869215,65,1988,5
1508,403.635274,699.8535959,65,1168,32
1509,456.3827392,782.3827392,65,1066,34
1510,464,537.5,65,1556,26
1511,472.8627451,629.6352941,65,1275,30
1512,481,442,65,889,18
1513,511.5769446,312.4795747,65,1787,6
1514,562,30,65,1789,3
1515,588,541,65,1369,27
1516,639,630,65,1513,28
1517,672.5032723,732.0294503,65,1528,33
1518,699,486.5,65,1814,29
1519,744.5,956,65,1694,15
1520,821.5,176,65,1784,4
1521,152.0707333,131.4795587,66,3082,1
1522,157,397,66,2617,23
1523,246.5059488,431.5315289,66,3362,24
1524,272,47,66,2449,2
1525,295.6970387,667.6594533,66,1756,31
1526,320,543,66,1941,25
1527,367,399,66,1649,22
1528,398.5705556,275.5311111,66,1800,5
1529,397.7285298,700.8282387,66,1374,32
1530,456,781,66,1005,34
1531,464,538,66,1649,26
1532,473,630.5,66,1236,30
1533,483,433,66,889,18
1534,513.3540557,308.5618709,66,1689,6
1535,562,30,66,1789,3
1536,587.5,541,66,1410,27
1537,636,630,66,1513,28
1538,671.4770039,732.0578187,66,1522,33
1539,698,488,66,1829,29
1540,744,956,66,1649,15
1541,819,176,66,1649,4
1542,158,396.5,67,2788,23
1543,159,132,67,2889,1
1544,244.747152,432.185885,67,3599,24
1545,276,47,67,2285,2
1546,293.5,671,67,1470,31
1547,320,543,67,1941,25
1548,367.5,399,67,1694,22
1549,398,277,67,1649,5
1550,403.8244726,707.0886076,67,1185,32
1551,455.8868715,783.9420391,67,1432,34
1552,464,535,67,1649,26
1553,472.2472089,631.2472089,67,1254,30
1554,477,434,67,1649,18
1555,512.7056128,308.3865979,67,1746,6
1556,562,30,67,1789,3
1557,587,541,67,1369,27
1558,636,630,67,1513,28
1559,674.0866089,733.3451033,67,1501,33
1560,698,491,67,1739,29
1561,744.5,956,67,1694,15
1562,820,174,67,1649,4
1563,160,396,68,2617,23
1564,162.5877081,132.0246479,68,3124,1
1565,244.5845157,435.5246761,68,3242,24
1566,277,46,68,2285,2
1567,293.0608974,669.9711538,68,1560,31
1568,320,543,68,1941,25
1569,367,399,68,1649,22
1570,398,277,68,1649,5
1571,401.2975654,700.1902615,68,1109,32
1572,454.6161462,786.6161462,68,1313,34
1573,462.6636518,533.8569813,68,1769,26
1574,468.6223717,632.3776283,68,1189,30
1575,483,433,68,889,18
1576,512.9802905,313.5093361,68,1928,6
1577,562,30,68,1789,3
1578,586,541,68,1369,27
1579,631,629,68,1513,28
1580,678.3921189,733.3921189,68,1548,33
1581,698,493,68,1739,29
1582,743,955,68,1649,15
1583,820,173,68,1649,4
1584,160.5,396,69,2674,23
1585,161.5726609,129.0205707,69,3014,1
1586,247.0100869,435.0168114,69,3569,24
1587,278,50,69,2285,2
1588,294.3219223,669.6510862,69,1519,31
1589,320,542,69,1941,25
1590,369,398,69,1649,22
1591,400,270,69,1789,5
1592,399.2547085,698.6887892,69,1115,32
1593,452,787,69,1245,34
1594,462.5,533,69,1694,26
1595,463,634,69,1125,30
1596,477,434,69,1649,18
1597,510.582878,308.9744991,69,1647,6
1598,562,30,69,1789,3
1599,585,540.5,69,1410,27
1600,630.5,629,69,1556,28
1601,681.0872131,730.6196721,69,1525,33
1602,699,492.5,69,1694,29
1603,743,955,69,1649,15
1604,820,173,69,1649,4
1605,162,393,70,2285,23
1606,170.9325581,126.4677741,70,3010,1
1607,246.9967672,434.5080819,70,3712,24
1608,281,49,70,2285,2
1609,295,671,70,1599,31
1610,313,540,70,1941,25
1611,369.5,397,70,1784,22
1612,400,270.5,70,1836,5
1613,398.1743119,700.9100917,70,1090,32
1614,451.5,787,70,1284,34
1615,463,534,70,1649,26
1616,463,633,70,1199,30
1617,477,432,70,1649,18
1618,511.0103806,310.0103806,70,1734,6
1619,560.4789528,28.54517454,70,1948,3
1620,585.5,538,70,1410,27
1621,630,629,70,1513,28
1622,677.5966709,730.5416133,70,1562,33
1623,704,493,70,1739,29
1624,743,955,70,1649,15
1625,820,173,70,1649,4
1626,160.6480626,398.5769641,71,2813,23
1627,171.5930126,125.0239044,71,3263,1
1628,246.3624161,432.1020134,71,3725,24
1629,281,49,71,2285,2
1630,295.3134615,670.1557692,71,1560,31
1631,319,536,71,1941,25
1632,368.5,395,71,1694,22
1633,389,267,71,1789,5
1634,399.9358491,701.0822642,71,1325,32
1635,446,789,71,1245,34
1636,458,531,71,1649,26
1637,463,631,71,1125,30
1638,478,431,71,889,18
1639,511.0465253,312.5123675,71,1698,6
1640,559,28,71,1789,3
1641,588,535,71,1369,27
1642,624,625,71,1513,28
1643,681.5824916,727.5468013,71,1485,33
1644,706,493,71,1739,29
1645,742,955,71,1649,15
1646,820,174,71,1649,4
1647,161.5,392,72,2338,23
1648,174.660693,117.0603345,72,3348,1
1649,242.1057556,429.5585483,72,3527,24
1650,280,49,72,2285,2
1651,293.1759603,668.3451053,72,1614,31
1652,322,529,72,1941,25
1653,368.5,394,72,1694,22
1654,393,267,72,1789,5
1655,400.2626609,698.8120172,72,1165,32
1656,448.5,788,72,1284,34
1657,458,531,72,1649,26
1658,462.891129,626.9153226,72,1240,30
1659,476,427,72,889,18
1660,511,309,72,1635,6
1661,559,28,72,1789,3
1662,588,534.5,72,1410,27
1663,624,625,72,1513,28
1664,681.9766913,727.593519,72,1759,33
1665,706,493.5,72,1694,29
1666,742,954,72,1649,15
1667,820.6195715,178.3804285,72,1727,4
1668,162,392.5,73,2338,23
1669,177.1569055,119.0634704,73,3671,1
1670,240.3272727,433.9549525,73,3685,24
1671,280,49,73,2285,2
1672,295,672,73,1565,31
1673,322.5,529,73,1990,25
1674,369,393.5,73,1694,22
1675,393,267,73,1789,5
1676,399.6176678,698.7978799,73,1415,32
1677,449.5,786,73,1284,34
1678,458,531,73,1649,26
1679,464,625,73,1273,30
1680,476,427,73,889,18
1681,512,311,73,1557,6
1682,559,28,73,1789,3
1683,588,532,73,1369,27
1684,625,625,73,1513,28
1685,685.9926174,727.4738255,73,1490,33
1686,701.6636518,490.1430187,73,1769,29
1687,744,954,73,1649,15
1688,822,174.5,73,1784,4
1689,162,395.5,74,2338,23
1690,174.1850336,116.0704472,74,3421,1
1691,239.0160183,433.0098071,74,3059,24
1692,282,50,74,2285,2
1693,297.6328767,676.8616438,74,1460,31
1694,323,529,74,1941,25
1695,372.5,389,74,1694,22
1696,393,267,74,1789,5
1697,395.8653713,699.3060375,74,1441,32
1698,450.5,785.5,74,1302,34
1699,457,533,74,1649,26
1700,464.5,624.5,74,1246,30
1701,476,421,74,1649,18
1702,514.1708309,308.4503196,74,1721,6
